Timestep: 0-0, Program time: 0 s, Sim. time: 0 TU, Active/Total Cells: 1356/2198
Timestep: 0-1086, Program time: 1.04971 s, Sim. time: 0.543 TU, Active/Total Cells: 1154/2754
Timestep: 0-1088, Program time: 1.05223 s, Sim. time: 0.544 TU, Active/Total Cells: 1155/2754
Timestep: 0-1090, Program time: 1.05417 s, Sim. time: 0.545 TU, Active/Total Cells: 1146/2748
Timestep: 0-1092, Program time: 1.05688 s, Sim. time: 0.546 TU, Active/Total Cells: 1151/2759
Timestep: 0-1094, Program time: 1.05926 s, Sim. time: 0.547 TU, Active/Total Cells: 1153/2760
Timestep: 0-1096, Program time: 1.06177 s, Sim. time: 0.548 TU, Active/Total Cells: 1160/2774
Timestep: 0-1098, Program time: 1.06473 s, Sim. time: 0.549 TU, Active/Total Cells: 1166/2798
Timestep: 0-1100, Program time: 1.06812 s, Sim. time: 0.55 TU, Active/Total Cells: 1175/2829
Timestep: 0-1102, Program time: 1.07046 s, Sim. time: 0.551 TU, Active/Total Cells: 1180/2844
Timestep: 0-1104, Program time: 1.0735 s, Sim. time: 0.552 TU, Active/Total Cells: 1183/2848
Timestep: 0-1106, Program time: 1.07669 s, Sim. time: 0.553 TU, Active/Total Cells: 1181/2854
Timestep: 0-1108, Program time: 1.07901 s, Sim. time: 0.554 TU, Active/Total Cells: 1178/2842
Timestep: 0-1110, Program time: 1.08222 s, Sim. time: 0.555 TU, Active/Total Cells: 1189/2849
Timestep: 0-1112, Program time: 1.08594 s, Sim. time: 0.556 TU, Active/Total Cells: 1201/2879
Timestep: 0-1114, Program time: 1.08859 s, Sim. time: 0.557 TU, Active/Total Cells: 1200/2884
Timestep: 0-1116, Program time: 1.09121 s, Sim. time: 0.558 TU, Active/Total Cells: 1206/2880
Timestep: 0-1118, Program time: 1.0932 s, Sim. time: 0.559 TU, Active/Total Cells: 1201/2867
Timestep: 0-1120, Program time: 1.09612 s, Sim. time: 0.56 TU, Active/Total Cells: 1209/2892
Timestep: 0-1122, Program time: 1.09906 s, Sim. time: 0.561 TU, Active/Total Cells: 1216/2901
Timestep: 0-1124, Program time: 1.10228 s, Sim. time: 0.562 TU, Active/Total Cells: 1222/2918
Timestep: 0-1126, Program time: 1.10481 s, Sim. time: 0.563 TU, Active/Total Cells: 1228/2930
Timestep: 0-1128, Program time: 1.10773 s, Sim. time: 0.564 TU, Active/Total Cells: 1239/2948
Timestep: 0-1130, Program time: 1.11077 s, Sim. time: 0.565 TU, Active/Total Cells: 1243/2957
Timestep: 0-1132, Program time: 1.1147 s, Sim. time: 0.566 TU, Active/Total Cells: 1254/2990
Timestep: 0-1134, Program time: 1.11769 s, Sim. time: 0.567 TU, Active/Total Cells: 1259/2999
Timestep: 0-1136, Program time: 1.12099 s, Sim. time: 0.568 TU, Active/Total Cells: 1267/3022
Timestep: 0-1138, Program time: 1.12357 s, Sim. time: 0.569 TU, Active/Total Cells: 1272/3018
Timestep: 0-1140, Program time: 1.12664 s, Sim. time: 0.57 TU, Active/Total Cells: 1280/3037
Timestep: 0-1142, Program time: 1.12991 s, Sim. time: 0.571 TU, Active/Total Cells: 1281/3039
Timestep: 0-1144, Program time: 1.133 s, Sim. time: 0.572 TU, Active/Total Cells: 1289/3056
Timestep: 0-1146, Program time: 1.13665 s, Sim. time: 0.573 TU, Active/Total Cells: 1301/3088
Timestep: 0-1148, Program time: 1.1394 s, Sim. time: 0.574 TU, Active/Total Cells: 1308/3090
Timestep: 0-1150, Program time: 1.14249 s, Sim. time: 0.575 TU, Active/Total Cells: 1316/3105
Timestep: 0-1152, Program time: 1.14584 s, Sim. time: 0.576 TU, Active/Total Cells: 1321/3115
Timestep: 0-1154, Program time: 1.14854 s, Sim. time: 0.577 TU, Active/Total Cells: 1323/3116
Timestep: 0-1156, Program time: 1.15173 s, Sim. time: 0.578 TU, Active/Total Cells: 1327/3134
Timestep: 0-1158, Program time: 1.15463 s, Sim. time: 0.579 TU, Active/Total Cells: 1334/3147
Timestep: 0-1160, Program time: 1.15756 s, Sim. time: 0.58 TU, Active/Total Cells: 1334/3146
Timestep: 0-1162, Program time: 1.16076 s, Sim. time: 0.581 TU, Active/Total Cells: 1343/3171
Timestep: 0-1164, Program time: 1.16394 s, Sim. time: 0.582 TU, Active/Total Cells: 1346/3181
Timestep: 0-1166, Program time: 1.16692 s, Sim. time: 0.583 TU, Active/Total Cells: 1359/3198
Timestep: 0-1168, Program time: 1.17028 s, Sim. time: 0.584 TU, Active/Total Cells: 1365/3211
Timestep: 0-1170, Program time: 1.17419 s, Sim. time: 0.585 TU, Active/Total Cells: 1368/3235
Timestep: 0-1172, Program time: 1.17659 s, Sim. time: 0.586 TU, Active/Total Cells: 1369/3233
Timestep: 0-1174, Program time: 1.17987 s, Sim. time: 0.587 TU, Active/Total Cells: 1370/3246
Timestep: 0-1176, Program time: 1.18332 s, Sim. time: 0.588 TU, Active/Total Cells: 1380/3258
Timestep: 0-1178, Program time: 1.18654 s, Sim. time: 0.589 TU, Active/Total Cells: 1388/3266
Timestep: 0-1180, Program time: 1.19081 s, Sim. time: 0.59 TU, Active/Total Cells: 1401/3299
Timestep: 0-1182, Program time: 1.19455 s, Sim. time: 0.591 TU, Active/Total Cells: 1407/3317
Timestep: 0-1184, Program time: 1.19739 s, Sim. time: 0.592 TU, Active/Total Cells: 1410/3320
Timestep: 0-1186, Program time: 1.20089 s, Sim. time: 0.593 TU, Active/Total Cells: 1418/3336
Timestep: 0-1188, Program time: 1.20422 s, Sim. time: 0.594 TU, Active/Total Cells: 1424/3347
Timestep: 0-1190, Program time: 1.20791 s, Sim. time: 0.595 TU, Active/Total Cells: 1437/3378
Timestep: 0-1192, Program time: 1.21117 s, Sim. time: 0.596 TU, Active/Total Cells: 1437/3379
Timestep: 0-1194, Program time: 1.21439 s, Sim. time: 0.597 TU, Active/Total Cells: 1437/3384
Timestep: 0-1196, Program time: 1.21754 s, Sim. time: 0.598 TU, Active/Total Cells: 1444/3388
Timestep: 0-1198, Program time: 1.22047 s, Sim. time: 0.599 TU, Active/Total Cells: 1444/3388
Timestep: 0-1200, Program time: 1.22421 s, Sim. time: 0.6 TU, Active/Total Cells: 1452/3409
Timestep: 0-1202, Program time: 1.23267 s, Sim. time: 0.601 TU, Active/Total Cells: 1468/3445
Timestep: 0-1204, Program time: 1.23625 s, Sim. time: 0.602 TU, Active/Total Cells: 1477/3452
Timestep: 0-1206, Program time: 1.24025 s, Sim. time: 0.603 TU, Active/Total Cells: 1480/3469
Timestep: 0-1208, Program time: 1.24391 s, Sim. time: 0.604 TU, Active/Total Cells: 1488/3486
Timestep: 0-1210, Program time: 1.2477 s, Sim. time: 0.605 TU, Active/Total Cells: 1498/3497
Timestep: 0-1212, Program time: 1.25101 s, Sim. time: 0.606 TU, Active/Total Cells: 1501/3503
Timestep: 0-1214, Program time: 1.25522 s, Sim. time: 0.607 TU, Active/Total Cells: 1519/3539
Timestep: 0-1216, Program time: 1.25849 s, Sim. time: 0.608 TU, Active/Total Cells: 1526/3555
Timestep: 0-1218, Program time: 1.26253 s, Sim. time: 0.609 TU, Active/Total Cells: 1533/3575
Timestep: 0-1220, Program time: 1.26559 s, Sim. time: 0.61 TU, Active/Total Cells: 1538/3580
Timestep: 0-1222, Program time: 1.26982 s, Sim. time: 0.611 TU, Active/Total Cells: 1543/3599
Timestep: 0-1224, Program time: 1.27409 s, Sim. time: 0.612 TU, Active/Total Cells: 1553/3615
Timestep: 0-1226, Program time: 1.27759 s, Sim. time: 0.613 TU, Active/Total Cells: 1561/3637
Timestep: 0-1228, Program time: 1.28143 s, Sim. time: 0.614 TU, Active/Total Cells: 1566/3642
Timestep: 0-1230, Program time: 1.28565 s, Sim. time: 0.615 TU, Active/Total Cells: 1575/3662
Timestep: 0-1232, Program time: 1.28931 s, Sim. time: 0.616 TU, Active/Total Cells: 1583/3657
Timestep: 0-1234, Program time: 1.29329 s, Sim. time: 0.617 TU, Active/Total Cells: 1584/3661
Timestep: 0-1236, Program time: 1.29841 s, Sim. time: 0.618 TU, Active/Total Cells: 1597/3696
Timestep: 0-1238, Program time: 1.30211 s, Sim. time: 0.619 TU, Active/Total Cells: 1602/3705
Timestep: 0-1240, Program time: 1.30626 s, Sim. time: 0.62 TU, Active/Total Cells: 1610/3732
Timestep: 0-1242, Program time: 1.30962 s, Sim. time: 0.621 TU, Active/Total Cells: 1615/3742
Timestep: 0-1244, Program time: 1.31364 s, Sim. time: 0.622 TU, Active/Total Cells: 1623/3756
Timestep: 0-1246, Program time: 1.31807 s, Sim. time: 0.623 TU, Active/Total Cells: 1633/3772
Timestep: 0-1248, Program time: 1.3218 s, Sim. time: 0.624 TU, Active/Total Cells: 1635/3773
Timestep: 0-1250, Program time: 1.32567 s, Sim. time: 0.625 TU, Active/Total Cells: 1642/3788
Timestep: 0-1252, Program time: 1.33052 s, Sim. time: 0.626 TU, Active/Total Cells: 1653/3812
Timestep: 0-1254, Program time: 1.33581 s, Sim. time: 0.627 TU, Active/Total Cells: 1668/3858
Timestep: 0-1256, Program time: 1.34113 s, Sim. time: 0.628 TU, Active/Total Cells: 1686/3899
Timestep: 0-1258, Program time: 1.34467 s, Sim. time: 0.629 TU, Active/Total Cells: 1688/3895
Timestep: 0-1260, Program time: 1.34881 s, Sim. time: 0.63 TU, Active/Total Cells: 1696/3916
Timestep: 0-1262, Program time: 1.35345 s, Sim. time: 0.631 TU, Active/Total Cells: 1709/3944
Timestep: 0-1264, Program time: 1.35788 s, Sim. time: 0.632 TU, Active/Total Cells: 1719/3947
Timestep: 0-1266, Program time: 1.36144 s, Sim. time: 0.633 TU, Active/Total Cells: 1722/3947
Timestep: 0-1268, Program time: 1.36511 s, Sim. time: 0.634 TU, Active/Total Cells: 1724/3951
Timestep: 0-1270, Program time: 1.36973 s, Sim. time: 0.635 TU, Active/Total Cells: 1738/3977
Timestep: 0-1272, Program time: 1.3739 s, Sim. time: 0.636 TU, Active/Total Cells: 1740/3993
Timestep: 0-1274, Program time: 1.37899 s, Sim. time: 0.637 TU, Active/Total Cells: 1751/4010
Timestep: 0-1276, Program time: 1.38415 s, Sim. time: 0.638 TU, Active/Total Cells: 1763/4045
Timestep: 0-1278, Program time: 1.38919 s, Sim. time: 0.639 TU, Active/Total Cells: 1766/4059
Timestep: 0-1280, Program time: 1.39378 s, Sim. time: 0.64 TU, Active/Total Cells: 1779/4066
Timestep: 0-1282, Program time: 1.39872 s, Sim. time: 0.641 TU, Active/Total Cells: 1795/4100
Timestep: 0-1284, Program time: 1.40339 s, Sim. time: 0.642 TU, Active/Total Cells: 1797/4103
Timestep: 0-1286, Program time: 1.40827 s, Sim. time: 0.643 TU, Active/Total Cells: 1804/4126
Timestep: 0-1288, Program time: 1.4123 s, Sim. time: 0.644 TU, Active/Total Cells: 1807/4120
Timestep: 0-1290, Program time: 1.41682 s, Sim. time: 0.645 TU, Active/Total Cells: 1818/4141
Timestep: 0-1292, Program time: 1.42231 s, Sim. time: 0.646 TU, Active/Total Cells: 1817/4164
Timestep: 0-1294, Program time: 1.42712 s, Sim. time: 0.647 TU, Active/Total Cells: 1818/4175
Timestep: 0-1296, Program time: 1.43196 s, Sim. time: 0.648 TU, Active/Total Cells: 1833/4199
Timestep: 0-1298, Program time: 1.43653 s, Sim. time: 0.649 TU, Active/Total Cells: 1839/4216
Timestep: 0-1300, Program time: 1.44195 s, Sim. time: 0.65 TU, Active/Total Cells: 1854/4239
Timestep: 0-1302, Program time: 1.44706 s, Sim. time: 0.651 TU, Active/Total Cells: 1871/4271
Timestep: 0-1304, Program time: 1.45258 s, Sim. time: 0.652 TU, Active/Total Cells: 1896/4311
Timestep: 0-1306, Program time: 1.45866 s, Sim. time: 0.653 TU, Active/Total Cells: 1913/4351
Timestep: 0-1308, Program time: 1.46321 s, Sim. time: 0.654 TU, Active/Total Cells: 1913/4359
Timestep: 0-1310, Program time: 1.46848 s, Sim. time: 0.655 TU, Active/Total Cells: 1927/4382
Timestep: 0-1312, Program time: 1.47278 s, Sim. time: 0.656 TU, Active/Total Cells: 1937/4398
Timestep: 0-1314, Program time: 1.47713 s, Sim. time: 0.657 TU, Active/Total Cells: 1938/4410
Timestep: 0-1316, Program time: 1.48187 s, Sim. time: 0.658 TU, Active/Total Cells: 1941/4418
Timestep: 0-1318, Program time: 1.4878 s, Sim. time: 0.659 TU, Active/Total Cells: 1953/4431
Timestep: 0-1320, Program time: 1.49402 s, Sim. time: 0.66 TU, Active/Total Cells: 1967/4469
Timestep: 0-1322, Program time: 1.49818 s, Sim. time: 0.661 TU, Active/Total Cells: 1968/4473
Timestep: 0-1324, Program time: 1.50356 s, Sim. time: 0.662 TU, Active/Total Cells: 1978/4497
Timestep: 0-1326, Program time: 1.50873 s, Sim. time: 0.663 TU, Active/Total Cells: 1989/4514
Timestep: 0-1328, Program time: 1.51429 s, Sim. time: 0.664 TU, Active/Total Cells: 2006/4530
Timestep: 0-1330, Program time: 1.52079 s, Sim. time: 0.665 TU, Active/Total Cells: 2019/4567
Timestep: 0-1332, Program time: 1.52716 s, Sim. time: 0.666 TU, Active/Total Cells: 2034/4604
Timestep: 0-1334, Program time: 1.53219 s, Sim. time: 0.667 TU, Active/Total Cells: 2036/4615
Timestep: 0-1336, Program time: 1.53618 s, Sim. time: 0.668 TU, Active/Total Cells: 2036/4605
Timestep: 0-1338, Program time: 1.54239 s, Sim. time: 0.669 TU, Active/Total Cells: 2051/4648
Timestep: 0-1340, Program time: 1.5475 s, Sim. time: 0.67 TU, Active/Total Cells: 2058/4658
Timestep: 0-1342, Program time: 1.55312 s, Sim. time: 0.671 TU, Active/Total Cells: 2071/4681
Timestep: 0-1344, Program time: 1.55916 s, Sim. time: 0.672 TU, Active/Total Cells: 2078/4703
Timestep: 0-1346, Program time: 1.56518 s, Sim. time: 0.673 TU, Active/Total Cells: 2086/4715
Timestep: 0-1348, Program time: 1.5714 s, Sim. time: 0.674 TU, Active/Total Cells: 2102/4747
Timestep: 0-1350, Program time: 1.57707 s, Sim. time: 0.675 TU, Active/Total Cells: 2114/4774
Timestep: 0-1352, Program time: 1.58142 s, Sim. time: 0.676 TU, Active/Total Cells: 2118/4782
Timestep: 0-1354, Program time: 1.58677 s, Sim. time: 0.677 TU, Active/Total Cells: 2125/4806
Timestep: 0-1356, Program time: 1.59227 s, Sim. time: 0.678 TU, Active/Total Cells: 2135/4827
Timestep: 0-1358, Program time: 1.598 s, Sim. time: 0.679 TU, Active/Total Cells: 2146/4855
Timestep: 0-1360, Program time: 1.60399 s, Sim. time: 0.68 TU, Active/Total Cells: 2145/4859
Timestep: 0-1362, Program time: 1.60999 s, Sim. time: 0.681 TU, Active/Total Cells: 2159/4882
Timestep: 0-1364, Program time: 1.616 s, Sim. time: 0.682 TU, Active/Total Cells: 2168/4904
Timestep: 0-1366, Program time: 1.62283 s, Sim. time: 0.683 TU, Active/Total Cells: 2184/4944
Timestep: 0-1368, Program time: 1.62806 s, Sim. time: 0.684 TU, Active/Total Cells: 2188/4956
Timestep: 0-1370, Program time: 1.63404 s, Sim. time: 0.685 TU, Active/Total Cells: 2201/4978
Timestep: 0-1372, Program time: 1.64033 s, Sim. time: 0.686 TU, Active/Total Cells: 2215/5001
Timestep: 0-1374, Program time: 1.64703 s, Sim. time: 0.687 TU, Active/Total Cells: 2232/5027
Timestep: 0-1376, Program time: 1.65255 s, Sim. time: 0.688 TU, Active/Total Cells: 2239/5043
Timestep: 0-1378, Program time: 1.65941 s, Sim. time: 0.689 TU, Active/Total Cells: 2250/5079
Timestep: 0-1380, Program time: 1.66659 s, Sim. time: 0.69 TU, Active/Total Cells: 2271/5119
Timestep: 0-1382, Program time: 1.67133 s, Sim. time: 0.691 TU, Active/Total Cells: 2282/5129
Timestep: 0-1384, Program time: 1.67719 s, Sim. time: 0.692 TU, Active/Total Cells: 2290/5146
Timestep: 0-1386, Program time: 1.68312 s, Sim. time: 0.693 TU, Active/Total Cells: 2292/5164
Timestep: 0-1388, Program time: 1.69091 s, Sim. time: 0.694 TU, Active/Total Cells: 2303/5202
Timestep: 0-1390, Program time: 1.69848 s, Sim. time: 0.695 TU, Active/Total Cells: 2317/5228
Timestep: 0-1392, Program time: 1.70604 s, Sim. time: 0.696 TU, Active/Total Cells: 2336/5264
Timestep: 0-1394, Program time: 1.71216 s, Sim. time: 0.697 TU, Active/Total Cells: 2348/5285
Timestep: 0-1396, Program time: 1.71839 s, Sim. time: 0.698 TU, Active/Total Cells: 2360/5292
Timestep: 0-1398, Program time: 1.72513 s, Sim. time: 0.699 TU, Active/Total Cells: 2372/5318
Timestep: 0-1400, Program time: 1.73247 s, Sim. time: 0.7 TU, Active/Total Cells: 2387/5348
Timestep: 0-1402, Program time: 1.73925 s, Sim. time: 0.701 TU, Active/Total Cells: 2407/5371
Timestep: 0-1404, Program time: 1.74545 s, Sim. time: 0.702 TU, Active/Total Cells: 2406/5388
Timestep: 0-1406, Program time: 1.75315 s, Sim. time: 0.703 TU, Active/Total Cells: 2424/5427
Timestep: 0-1408, Program time: 1.76039 s, Sim. time: 0.704 TU, Active/Total Cells: 2438/5455
Timestep: 0-1410, Program time: 1.76658 s, Sim. time: 0.705 TU, Active/Total Cells: 2446/5477
Timestep: 0-1412, Program time: 1.77363 s, Sim. time: 0.706 TU, Active/Total Cells: 2464/5508
Timestep: 0-1414, Program time: 1.78023 s, Sim. time: 0.707 TU, Active/Total Cells: 2468/5519
Timestep: 0-1416, Program time: 1.78727 s, Sim. time: 0.708 TU, Active/Total Cells: 2483/5553
Timestep: 0-1418, Program time: 1.79612 s, Sim. time: 0.709 TU, Active/Total Cells: 2499/5596
Timestep: 0-1420, Program time: 1.80435 s, Sim. time: 0.71 TU, Active/Total Cells: 2509/5622
Timestep: 0-1422, Program time: 1.81111 s, Sim. time: 0.711 TU, Active/Total Cells: 2506/5608
Timestep: 0-1424, Program time: 1.81892 s, Sim. time: 0.712 TU, Active/Total Cells: 2527/5652
Timestep: 0-1426, Program time: 1.82623 s, Sim. time: 0.713 TU, Active/Total Cells: 2542/5665
Timestep: 0-1428, Program time: 1.83332 s, Sim. time: 0.714 TU, Active/Total Cells: 2555/5688
Timestep: 0-1430, Program time: 1.84334 s, Sim. time: 0.715 TU, Active/Total Cells: 2578/5739
Timestep: 0-1432, Program time: 1.85143 s, Sim. time: 0.716 TU, Active/Total Cells: 2597/5778
Timestep: 0-1434, Program time: 1.85884 s, Sim. time: 0.717 TU, Active/Total Cells: 2609/5795
Timestep: 0-1436, Program time: 1.86764 s, Sim. time: 0.718 TU, Active/Total Cells: 2626/5829
Timestep: 0-1438, Program time: 1.87615 s, Sim. time: 0.719 TU, Active/Total Cells: 2648/5878
Timestep: 0-1440, Program time: 1.88268 s, Sim. time: 0.72 TU, Active/Total Cells: 2651/5893
Timestep: 0-1442, Program time: 1.88871 s, Sim. time: 0.721 TU, Active/Total Cells: 2658/5905
Timestep: 0-1444, Program time: 1.89801 s, Sim. time: 0.722 TU, Active/Total Cells: 2672/5941
Timestep: 0-1446, Program time: 1.90649 s, Sim. time: 0.723 TU, Active/Total Cells: 2683/5970
Timestep: 0-1448, Program time: 1.91487 s, Sim. time: 0.724 TU, Active/Total Cells: 2690/5975
Timestep: 0-1450, Program time: 1.92261 s, Sim. time: 0.725 TU, Active/Total Cells: 2691/5981
Timestep: 0-1452, Program time: 1.93262 s, Sim. time: 0.726 TU, Active/Total Cells: 2718/6045
Timestep: 0-1454, Program time: 1.94146 s, Sim. time: 0.727 TU, Active/Total Cells: 2732/6073
Timestep: 0-1456, Program time: 1.9503 s, Sim. time: 0.728 TU, Active/Total Cells: 2752/6103
Timestep: 0-1458, Program time: 1.95701 s, Sim. time: 0.729 TU, Active/Total Cells: 2763/6117
Timestep: 0-1460, Program time: 1.96626 s, Sim. time: 0.73 TU, Active/Total Cells: 2793/6174
Timestep: 0-1462, Program time: 1.97347 s, Sim. time: 0.731 TU, Active/Total Cells: 2809/6203
Timestep: 0-1464, Program time: 1.98198 s, Sim. time: 0.732 TU, Active/Total Cells: 2812/6216
Timestep: 0-1466, Program time: 1.9908 s, Sim. time: 0.733 TU, Active/Total Cells: 2827/6245
Timestep: 0-1468, Program time: 1.99984 s, Sim. time: 0.734 TU, Active/Total Cells: 2842/6278
Timestep: 0-1470, Program time: 2.00806 s, Sim. time: 0.735 TU, Active/Total Cells: 2860/6312
Timestep: 0-1472, Program time: 2.01665 s, Sim. time: 0.736 TU, Active/Total Cells: 2876/6342
Timestep: 0-1474, Program time: 2.026 s, Sim. time: 0.737 TU, Active/Total Cells: 2890/6383
Timestep: 0-1476, Program time: 2.03665 s, Sim. time: 0.738 TU, Active/Total Cells: 2912/6434
Timestep: 0-1478, Program time: 2.04462 s, Sim. time: 0.739 TU, Active/Total Cells: 2919/6444
Timestep: 0-1480, Program time: 2.05364 s, Sim. time: 0.74 TU, Active/Total Cells: 2940/6484
Timestep: 0-1482, Program time: 2.06163 s, Sim. time: 0.741 TU, Active/Total Cells: 2947/6495
Timestep: 0-1484, Program time: 2.06897 s, Sim. time: 0.742 TU, Active/Total Cells: 2952/6506
Timestep: 0-1486, Program time: 2.0769 s, Sim. time: 0.743 TU, Active/Total Cells: 2967/6536
Timestep: 0-1488, Program time: 2.08661 s, Sim. time: 0.744 TU, Active/Total Cells: 2975/6568
Timestep: 0-1490, Program time: 2.09619 s, Sim. time: 0.745 TU, Active/Total Cells: 2991/6590
Timestep: 0-1492, Program time: 2.10868 s, Sim. time: 0.746 TU, Active/Total Cells: 3009/6646
Timestep: 0-1494, Program time: 2.11847 s, Sim. time: 0.747 TU, Active/Total Cells: 3026/6671
Timestep: 0-1496, Program time: 2.12921 s, Sim. time: 0.748 TU, Active/Total Cells: 3045/6715
Timestep: 0-1498, Program time: 2.13768 s, Sim. time: 0.749 TU, Active/Total Cells: 3050/6738
Timestep: 0-1500, Program time: 2.14882 s, Sim. time: 0.75 TU, Active/Total Cells: 3068/6773
Timestep: 0-1502, Program time: 2.16041 s, Sim. time: 0.751 TU, Active/Total Cells: 3095/6817
Timestep: 0-1504, Program time: 2.16828 s, Sim. time: 0.752 TU, Active/Total Cells: 3093/6822
Timestep: 0-1506, Program time: 2.17803 s, Sim. time: 0.753 TU, Active/Total Cells: 3105/6852
Timestep: 0-1508, Program time: 2.18844 s, Sim. time: 0.754 TU, Active/Total Cells: 3126/6894
Timestep: 0-1510, Program time: 2.19734 s, Sim. time: 0.755 TU, Active/Total Cells: 3134/6912
Timestep: 0-1512, Program time: 2.20886 s, Sim. time: 0.756 TU, Active/Total Cells: 3157/6970
Timestep: 0-1514, Program time: 2.2208 s, Sim. time: 0.757 TU, Active/Total Cells: 3176/7009
Timestep: 0-1516, Program time: 2.2337 s, Sim. time: 0.758 TU, Active/Total Cells: 3196/7054
Timestep: 0-1518, Program time: 2.24559 s, Sim. time: 0.759 TU, Active/Total Cells: 3217/7109
Timestep: 0-1520, Program time: 2.25383 s, Sim. time: 0.76 TU, Active/Total Cells: 3213/7100
Timestep: 0-1522, Program time: 2.26355 s, Sim. time: 0.761 TU, Active/Total Cells: 3235/7134
Timestep: 0-1524, Program time: 2.27403 s, Sim. time: 0.762 TU, Active/Total Cells: 3250/7152
Timestep: 0-1526, Program time: 2.28523 s, Sim. time: 0.763 TU, Active/Total Cells: 3271/7194
Timestep: 0-1528, Program time: 2.29523 s, Sim. time: 0.764 TU, Active/Total Cells: 3281/7216
Timestep: 0-1530, Program time: 2.3063 s, Sim. time: 0.765 TU, Active/Total Cells: 3296/7245
Timestep: 0-1532, Program time: 2.31679 s, Sim. time: 0.766 TU, Active/Total Cells: 3312/7283
Timestep: 0-1534, Program time: 2.32657 s, Sim. time: 0.767 TU, Active/Total Cells: 3330/7317
Timestep: 0-1536, Program time: 2.33524 s, Sim. time: 0.768 TU, Active/Total Cells: 3334/7331
Timestep: 0-1538, Program time: 2.34659 s, Sim. time: 0.769 TU, Active/Total Cells: 3350/7369
Timestep: 0-1540, Program time: 2.35827 s, Sim. time: 0.77 TU, Active/Total Cells: 3366/7409
Timestep: 0-1542, Program time: 2.37013 s, Sim. time: 0.771 TU, Active/Total Cells: 3389/7457
Timestep: 0-1544, Program time: 2.38398 s, Sim. time: 0.772 TU, Active/Total Cells: 3420/7530
Timestep: 0-1546, Program time: 2.39602 s, Sim. time: 0.773 TU, Active/Total Cells: 3435/7558
Timestep: 0-1548, Program time: 2.40689 s, Sim. time: 0.774 TU, Active/Total Cells: 3449/7580
Timestep: 0-1550, Program time: 2.42003 s, Sim. time: 0.775 TU, Active/Total Cells: 3462/7625
Timestep: 0-1552, Program time: 2.43033 s, Sim. time: 0.776 TU, Active/Total Cells: 3477/7648
Timestep: 0-1554, Program time: 2.44086 s, Sim. time: 0.777 TU, Active/Total Cells: 3491/7671
Timestep: 0-1556, Program time: 2.45167 s, Sim. time: 0.778 TU, Active/Total Cells: 3513/7703
Timestep: 0-1558, Program time: 2.46413 s, Sim. time: 0.779 TU, Active/Total Cells: 3533/7747
Timestep: 0-1560, Program time: 2.47953 s, Sim. time: 0.78 TU, Active/Total Cells: 3567/7825
Timestep: 0-1562, Program time: 2.49116 s, Sim. time: 0.781 TU, Active/Total Cells: 3575/7844
Timestep: 0-1564, Program time: 2.50208 s, Sim. time: 0.782 TU, Active/Total Cells: 3585/7868
Timestep: 0-1566, Program time: 2.51375 s, Sim. time: 0.783 TU, Active/Total Cells: 3599/7884
Timestep: 0-1568, Program time: 2.52649 s, Sim. time: 0.784 TU, Active/Total Cells: 3610/7908
Timestep: 0-1570, Program time: 2.54005 s, Sim. time: 0.785 TU, Active/Total Cells: 3635/7957
Timestep: 0-1572, Program time: 2.55466 s, Sim. time: 0.786 TU, Active/Total Cells: 3661/8019
Timestep: 0-1574, Program time: 2.56816 s, Sim. time: 0.787 TU, Active/Total Cells: 3686/8055
Timestep: 0-1576, Program time: 2.58016 s, Sim. time: 0.788 TU, Active/Total Cells: 3704/8097
Timestep: 0-1578, Program time: 2.59458 s, Sim. time: 0.789 TU, Active/Total Cells: 3722/8148
Timestep: 0-1580, Program time: 2.60544 s, Sim. time: 0.79 TU, Active/Total Cells: 3738/8165
Timestep: 0-1582, Program time: 2.61815 s, Sim. time: 0.791 TU, Active/Total Cells: 3751/8202
Timestep: 0-1584, Program time: 2.63403 s, Sim. time: 0.792 TU, Active/Total Cells: 3775/8248
Timestep: 0-1586, Program time: 2.64758 s, Sim. time: 0.793 TU, Active/Total Cells: 3781/8279
Timestep: 0-1588, Program time: 2.66348 s, Sim. time: 0.794 TU, Active/Total Cells: 3811/8332
Timestep: 0-1590, Program time: 2.67749 s, Sim. time: 0.795 TU, Active/Total Cells: 3831/8369
Timestep: 0-1592, Program time: 2.68829 s, Sim. time: 0.796 TU, Active/Total Cells: 3838/8379
Timestep: 0-1594, Program time: 2.70488 s, Sim. time: 0.797 TU, Active/Total Cells: 3847/8434
Timestep: 0-1596, Program time: 2.71822 s, Sim. time: 0.798 TU, Active/Total Cells: 3855/8462
Timestep: 0-1598, Program time: 2.73419 s, Sim. time: 0.799 TU, Active/Total Cells: 3878/8502
Timestep: 0-1600, Program time: 2.74813 s, Sim. time: 0.8 TU, Active/Total Cells: 3896/8536
Timestep: 0-1602, Program time: 2.7715 s, Sim. time: 0.801 TU, Active/Total Cells: 3916/8571
Timestep: 0-1604, Program time: 2.78657 s, Sim. time: 0.802 TU, Active/Total Cells: 3947/8625
Timestep: 0-1606, Program time: 2.79974 s, Sim. time: 0.803 TU, Active/Total Cells: 3958/8648
Timestep: 0-1608, Program time: 2.8165 s, Sim. time: 0.804 TU, Active/Total Cells: 3985/8710
Timestep: 0-1610, Program time: 2.82906 s, Sim. time: 0.805 TU, Active/Total Cells: 3992/8733
